,Supplies SubgroupNum,Supplies GroupNum,Region Num,Route To MarketNum,Opportunity Result,PREDICT
5349,7,0,3,0,Loss,Loss
5350,10,0,1,4,Loss,Loss
5351,0,0,4,2,Won,Loss
5352,3,0,3,0,Loss,Loss
5353,3,0,4,2,Won,Loss
5354,8,2,2,2,Loss,Loss
5355,0,0,4,2,Won,Loss
5356,5,2,5,2,Loss,Loss
5357,0,0,4,4,Loss,Loss
5358,3,0,3,2,Loss,Loss
5359,5,2,3,2,Loss,Loss
5360,8,2,1,0,Loss,Loss
5361,0,0,0,2,Loss,Loss
5362,8,2,2,0,Loss,Loss
5363,2,0,3,0,Loss,Loss
5364,5,2,5,0,Loss,Loss
5365,2,0,3,0,Loss,Loss
5366,2,0,4,0,Loss,Loss
5367,8,2,4,1,Loss,Loss
5368,10,0,5,0,Won,Loss
5369,7,0,1,0,Loss,Loss
5370,0,0,0,2,Loss,Loss
5371,5,2,1,2,Loss,Loss
5372,5,2,1,2,Loss,Loss
5373,5,2,2,2,Loss,Loss
5374,0,0,2,0,Loss,Loss
5375,2,0,4,2,Won,Loss
5376,5,2,5,2,Won,Loss
5377,2,0,4,4,Won,Loss
5378,0,0,1,2,Loss,Loss
5379,7,0,4,2,Loss,Loss
5380,3,0,1,2,Loss,Loss
5381,5,2,3,2,Loss,Loss
5382,5,2,4,3,Loss,Loss
5383,7,0,6,2,Loss,Loss
5384,2,0,2,0,Loss,Loss
5385,7,0,5,4,Loss,Loss
5386,2,0,5,2,Loss,Loss
5387,2,0,5,0,Loss,Loss
5388,3,0,4,2,Won,Loss
5389,2,0,1,2,Loss,Loss
5390,5,2,0,2,Loss,Loss
5391,4,0,4,0,Loss,Loss
5392,0,0,1,0,Loss,Loss
5393,3,0,1,0,Won,Loss
5394,5,2,4,0,Won,Loss
5395,7,0,4,0,Won,Loss
5396,4,0,6,0,Loss,Loss
5397,2,0,0,2,Loss,Loss
5398,5,2,2,0,Loss,Loss
5399,6,2,4,0,Loss,Loss
5400,1,1,3,2,Loss,Loss
5401,7,0,0,0,Loss,Loss
5402,2,0,2,0,Loss,Loss
5403,3,0,1,2,Won,Loss
5404,10,0,0,0,Won,Loss
5405,8,2,1,2,Loss,Loss
5406,5,2,6,0,Loss,Loss
5407,8,2,4,0,Loss,Loss
5408,7,0,1,0,Loss,Loss
5409,5,2,3,0,Loss,Loss
5410,5,2,3,0,Loss,Loss
5411,5,2,0,2,Loss,Loss
5412,5,2,2,2,Loss,Loss
5413,2,0,4,0,Loss,Loss
5414,5,2,1,2,Loss,Loss
5415,8,2,3,0,Loss,Loss
5416,5,2,4,0,Loss,Loss
5417,4,0,3,2,Won,Loss
5418,4,0,3,2,Won,Loss
5419,2,0,5,0,Loss,Loss
5420,2,0,0,0,Loss,Loss
5421,10,0,0,0,Won,Loss
5422,8,2,3,0,Won,Loss
5423,0,0,3,0,Loss,Loss
5424,2,0,3,0,Loss,Loss
5425,3,0,3,0,Won,Loss
5426,7,0,1,0,Won,Loss
5427,5,2,2,0,Loss,Loss
5428,8,2,1,0,Loss,Loss
5429,8,2,6,0,Loss,Loss
5430,0,0,1,0,Loss,Loss
5431,4,0,0,2,Loss,Loss
5432,8,2,1,0,Loss,Loss
5433,2,0,2,2,Loss,Loss
5434,6,2,1,4,Loss,Loss
5435,7,0,0,0,Won,Loss
5436,3,0,1,4,Won,Loss
5437,4,0,4,0,Loss,Loss
5438,10,0,2,0,Loss,Loss
5439,3,0,0,2,Loss,Loss
5440,7,0,1,0,Loss,Loss
5441,2,0,0,2,Loss,Loss
5442,6,2,4,0,Loss,Loss
5443,4,0,0,0,Loss,Loss
5444,2,0,1,0,Loss,Loss
5445,2,0,3,2,Won,Loss
5446,0,0,6,2,Won,Loss
5447,5,2,1,2,Won,Loss
5448,8,2,1,0,Won,Loss
5449,3,0,5,2,Won,Loss
5450,0,0,4,4,Loss,Loss
5451,9,3,5,0,Loss,Loss
5452,0,0,6,2,Loss,Loss
5453,5,2,5,0,Won,Loss
5454,6,2,4,2,Won,Loss
5455,2,0,3,2,Loss,Loss
5456,3,0,6,0,Loss,Loss
5457,8,2,4,4,Loss,Loss
5458,5,2,4,0,Loss,Loss
5459,0,0,4,0,Won,Loss
5460,8,2,6,0,Loss,Loss
5461,4,0,6,0,Loss,Loss
5462,3,0,6,2,Loss,Loss
5463,0,0,5,3,Loss,Loss
5464,3,0,4,0,Loss,Loss
5465,5,2,1,0,Loss,Loss
5466,2,0,1,0,Loss,Loss
5467,0,0,4,2,Loss,Loss
5468,2,0,3,2,Loss,Loss
5469,8,2,4,2,Loss,Loss
5470,2,0,3,0,Loss,Loss
5471,2,0,4,0,Loss,Loss
5472,5,2,4,2,Loss,Loss
5473,3,0,0,2,Loss,Loss
5474,7,0,3,0,Loss,Loss
5475,0,0,3,2,Loss,Loss
5476,10,0,1,4,Loss,Loss
5477,8,2,2,0,Loss,Loss
5478,8,2,1,0,Loss,Loss
5479,4,0,6,2,Won,Loss
5480,5,2,4,2,Won,Loss
5481,3,0,1,2,Loss,Loss
5482,8,2,0,2,Loss,Loss
5483,6,2,5,0,Loss,Loss
5484,3,0,5,2,Loss,Loss
5485,2,0,3,0,Won,Loss
5486,5,2,5,2,Won,Loss
5487,5,2,4,2,Loss,Loss
5488,0,0,6,2,Loss,Loss
5489,7,0,4,1,Won,Loss
5490,8,2,2,0,Loss,Loss
5491,5,2,2,2,Won,Loss
5492,8,2,3,0,Loss,Loss
5493,4,0,4,0,Loss,Loss
5494,0,0,5,0,Loss,Loss
5495,1,1,3,0,Loss,Loss
5496,7,0,5,4,Loss,Loss
5497,5,2,3,2,Loss,Loss
5498,0,0,3,0,Loss,Loss
5499,8,2,2,0,Loss,Loss
5500,0,0,3,0,Loss,Loss
5501,8,2,5,0,Loss,Loss
5502,0,0,4,0,Won,Loss
5503,2,0,1,2,Loss,Loss
5504,7,0,4,0,Loss,Loss
5505,3,0,0,2,Won,Loss
5506,2,0,3,2,Loss,Loss
5507,4,0,2,0,Loss,Loss
5508,5,2,1,0,Loss,Loss
5509,5,2,5,2,Loss,Loss
5510,0,0,0,0,Loss,Loss
5511,8,2,6,0,Loss,Loss
5512,3,0,1,2,Loss,Loss
5513,2,0,1,2,Won,Loss
5514,4,0,5,2,Loss,Loss
5515,2,0,1,2,Loss,Loss
5516,6,2,3,0,Loss,Loss
5517,3,0,5,0,Loss,Loss
5518,0,0,6,2,Loss,Loss
5519,2,0,1,0,Loss,Loss
5520,6,2,6,4,Loss,Loss
5521,0,0,4,2,Loss,Loss
5522,3,0,4,2,Loss,Loss
5523,7,0,4,2,Loss,Loss
5524,5,2,2,0,Won,Loss
5525,8,2,1,0,Loss,Loss
5526,7,0,3,2,Loss,Loss
5527,2,0,4,2,Loss,Loss
5528,8,2,1,0,Won,Loss
5529,7,0,1,0,Loss,Loss
5530,5,2,2,2,Loss,Loss
5531,3,0,1,2,Loss,Loss
5532,3,0,3,2,Loss,Loss
5533,2,0,1,2,Loss,Loss
5534,0,0,4,2,Won,Loss
5535,2,0,0,0,Loss,Loss
5536,5,2,3,0,Loss,Loss
5537,2,0,1,0,Loss,Loss
5538,10,0,1,0,Won,Loss
5539,4,0,2,0,Loss,Loss
5540,3,0,1,3,Won,Loss
5541,3,0,3,0,Loss,Loss
5542,8,2,6,0,Loss,Loss
5543,5,2,6,0,Loss,Loss
5544,2,0,4,0,Loss,Loss
5545,0,0,5,4,Loss,Loss
5546,2,0,4,0,Loss,Loss
5547,8,2,2,2,Loss,Loss
5548,5,2,5,0,Loss,Loss
5549,5,2,2,2,Won,Loss
5550,5,2,1,2,Won,Loss
5551,10,0,4,2,Loss,Loss
5552,4,0,0,0,Loss,Loss
5553,8,2,0,0,Loss,Loss
5554,5,2,4,0,Loss,Loss
5555,4,0,6,4,Loss,Loss
5556,4,0,0,0,Loss,Loss
5557,5,2,5,2,Loss,Loss
5558,7,0,3,0,Loss,Loss
5559,2,0,1,0,Loss,Loss
5560,4,0,6,0,Loss,Loss
5561,8,2,1,0,Loss,Loss
5562,2,0,1,2,Won,Loss
5563,5,2,5,2,Loss,Loss
5564,5,2,2,2,Loss,Loss
5565,6,2,0,2,Loss,Loss
5566,2,0,1,0,Loss,Loss
5567,7,0,4,2,Won,Loss
5568,7,0,5,0,Loss,Loss
5569,2,0,4,0,Loss,Loss
5570,8,2,4,1,Loss,Loss
5571,7,0,2,2,Loss,Loss
5572,10,0,6,0,Loss,Loss
5573,7,0,4,2,Won,Loss
5574,6,2,6,0,Loss,Loss
5575,3,0,1,2,Won,Loss
5576,0,0,1,0,Loss,Loss
5577,3,0,1,2,Loss,Loss
5578,2,0,5,0,Loss,Loss
5579,5,2,4,0,Won,Loss
5580,5,2,1,2,Won,Loss
5581,4,0,5,0,Loss,Loss
5582,7,0,4,2,Loss,Loss
5583,4,0,3,0,Loss,Loss
5584,5,2,1,2,Loss,Loss
5585,4,0,1,0,Loss,Loss
5586,6,2,3,0,Loss,Loss
5587,2,0,1,2,Loss,Loss
5588,10,0,3,0,Loss,Loss
5589,3,0,4,4,Loss,Loss
5590,2,0,4,0,Won,Loss
5591,5,2,4,2,Loss,Loss
5592,7,0,6,0,Loss,Loss
5593,10,0,6,0,Loss,Loss
5594,8,2,2,0,Loss,Loss
5595,6,2,5,0,Loss,Loss
5596,5,2,4,2,Loss,Loss
5597,10,0,1,4,Loss,Loss
5598,3,0,1,2,Loss,Loss
5599,6,2,4,0,Loss,Loss
5600,5,2,4,2,Won,Loss
5601,2,0,1,2,Won,Loss
5602,7,0,6,0,Loss,Loss
5603,4,0,3,0,Loss,Loss
5604,6,2,4,2,Loss,Loss
5605,5,2,0,2,Loss,Loss
5606,5,2,5,0,Won,Loss
5607,5,2,6,0,Loss,Loss
5608,5,2,0,2,Loss,Loss
5609,2,0,6,0,Loss,Loss
5610,7,0,4,2,Loss,Loss
5611,4,0,5,2,Loss,Loss
5612,10,0,1,0,Loss,Loss
5613,8,2,1,0,Loss,Loss
5614,5,2,2,0,Loss,Loss
5615,7,0,4,2,Won,Loss
5616,5,2,4,0,Loss,Loss
5617,2,0,1,0,Loss,Loss
5618,5,2,2,2,Loss,Loss
5619,2,0,6,2,Won,Loss
5620,4,0,4,2,Loss,Loss
5621,0,0,0,0,Won,Loss
5622,2,0,1,2,Loss,Loss
5623,5,2,6,0,Loss,Loss
5624,3,0,6,2,Loss,Loss
5625,4,0,5,0,Loss,Loss
5626,5,2,1,0,Won,Loss
5627,5,2,4,2,Won,Loss
5628,3,0,2,2,Won,Loss
5629,5,2,5,2,Won,Loss
5630,6,2,1,2,Loss,Loss
5631,6,2,4,0,Loss,Loss
5632,4,0,6,2,Loss,Loss
5633,8,2,4,0,Loss,Loss
5634,4,0,6,2,Won,Loss
5635,7,0,5,0,Won,Loss
5636,5,2,1,2,Won,Loss
5637,5,2,1,0,Loss,Loss
5638,3,0,5,2,Won,Loss
5639,2,0,5,0,Loss,Loss
5640,5,2,1,2,Won,Loss
5641,0,0,6,0,Loss,Loss
5642,5,2,2,2,Won,Loss
5643,2,0,1,2,Loss,Loss
5644,4,0,4,0,Won,Loss
5645,0,0,1,0,Loss,Loss
5646,3,0,1,0,Loss,Loss
5647,10,0,1,2,Loss,Loss
5648,3,0,3,0,Loss,Loss
5649,0,0,3,0,Won,Loss
5650,0,0,4,2,Loss,Loss
5651,10,0,5,0,Won,Loss
5652,7,0,6,2,Loss,Loss
5653,0,0,4,4,Loss,Loss
5654,2,0,3,2,Loss,Loss
5655,0,0,4,1,Loss,Loss
5656,7,0,4,1,Loss,Loss
5657,2,0,0,2,Won,Loss
5658,5,2,5,0,Won,Loss
5659,2,0,3,0,Loss,Loss
5660,4,0,3,2,Loss,Loss
5661,5,2,5,2,Loss,Loss
5662,5,2,1,2,Won,Loss
5663,0,0,6,4,Loss,Loss
5664,8,2,1,0,Won,Loss
5665,2,0,3,2,Won,Loss
5666,2,0,4,0,Loss,Loss
5667,8,2,6,2,Loss,Loss
5668,5,2,5,2,Loss,Loss
5669,2,0,3,0,Loss,Loss
5670,8,2,1,0,Won,Loss
5671,2,0,5,2,Loss,Loss
5672,6,2,6,2,Loss,Loss
5673,2,0,6,2,Loss,Loss
5674,2,0,1,2,Won,Loss
5675,7,0,3,2,Loss,Loss
5676,8,2,6,0,Loss,Loss
5677,5,2,2,2,Loss,Loss
5678,5,2,6,0,Loss,Loss
5679,4,0,1,0,Loss,Loss
5680,0,0,3,0,Loss,Loss
5681,5,2,3,0,Won,Loss
5682,3,0,1,2,Loss,Loss
5683,4,0,4,4,Won,Loss
5684,5,2,2,0,Loss,Loss
5685,8,2,1,0,Loss,Loss
5686,0,0,5,0,Loss,Loss
5687,3,0,3,0,Won,Loss
5688,3,0,2,2,Loss,Loss
5689,8,2,1,2,Loss,Loss
5690,8,2,2,0,Loss,Loss
5691,8,2,5,0,Loss,Loss
5692,0,0,1,2,Loss,Loss
5693,5,2,6,0,Won,Loss
5694,5,2,3,2,Loss,Loss
5695,2,0,4,1,Loss,Loss
5696,3,0,5,2,Loss,Loss
5697,8,2,0,2,Won,Loss
5698,5,2,5,2,Loss,Loss
5699,5,2,5,0,Won,Loss
5700,2,0,3,0,Loss,Loss
5701,5,2,4,0,Won,Loss
5702,0,0,5,0,Loss,Loss
5703,8,2,2,2,Loss,Loss
5704,10,0,1,2,Loss,Loss
5705,2,0,4,0,Loss,Loss
5706,7,0,3,2,Won,Loss
5707,5,2,3,0,Loss,Loss
5708,3,0,4,0,Loss,Loss
5709,4,0,5,0,Loss,Loss
5710,10,0,3,0,Loss,Loss
5711,6,2,3,0,Loss,Loss
5712,7,0,3,0,Loss,Loss
5713,2,0,2,0,Loss,Loss
5714,0,0,3,0,Loss,Loss
5715,3,0,3,2,Loss,Loss
5716,2,0,1,2,Won,Loss
5717,5,2,3,2,Loss,Loss
5718,5,2,6,2,Loss,Loss
5719,0,0,6,2,Loss,Loss
5720,8,2,0,0,Won,Loss
5721,2,0,0,2,Loss,Loss
5722,0,0,1,0,Loss,Loss
5723,4,0,5,0,Loss,Loss
5724,2,0,1,2,Won,Loss
5725,2,0,1,0,Loss,Loss
5726,2,0,4,0,Loss,Loss
5727,3,0,3,2,Loss,Loss
5728,7,0,4,0,Loss,Loss
5729,0,0,1,1,Loss,Loss
5730,7,0,1,2,Loss,Loss
5731,3,0,0,0,Loss,Loss
5732,7,0,3,0,Loss,Loss
5733,5,2,5,2,Won,Loss
5734,10,0,4,4,Loss,Loss
5735,8,2,4,0,Won,Loss
5736,3,0,1,2,Won,Loss
5737,5,2,1,2,Loss,Loss
5738,2,0,0,2,Loss,Loss
5739,5,2,4,2,Loss,Loss
5740,5,2,4,0,Loss,Loss
5741,2,0,1,0,Loss,Loss
5742,3,0,1,2,Loss,Loss
5743,8,2,2,0,Loss,Loss
5744,0,0,4,2,Loss,Loss
5745,5,2,1,0,Loss,Loss
5746,4,0,4,0,Loss,Loss
5747,0,0,6,2,Loss,Loss
5748,7,0,6,2,Loss,Loss
5749,5,2,1,2,Loss,Loss
5750,5,2,1,0,Loss,Loss
5751,2,0,1,0,Loss,Loss
5752,3,0,2,2,Loss,Loss
5753,5,2,0,0,Won,Loss
5754,0,0,1,2,Loss,Loss
5755,5,2,1,0,Won,Loss
5756,3,0,6,4,Won,Loss
5757,5,2,1,0,Loss,Loss
5758,2,0,1,0,Loss,Loss
5759,5,2,5,0,Loss,Loss
5760,7,0,1,0,Loss,Loss
5761,3,0,2,2,Loss,Loss
5762,4,0,6,0,Won,Loss
5763,2,0,2,2,Loss,Loss
5764,3,0,5,2,Loss,Loss
5765,8,2,5,0,Loss,Loss
5766,5,2,3,2,Loss,Loss
5767,2,0,6,2,Loss,Loss
5768,2,0,3,2,Loss,Loss
5769,8,2,1,0,Loss,Loss
5770,2,0,1,2,Loss,Loss
5771,5,2,6,0,Won,Loss
5772,10,0,1,4,Loss,Loss
5773,9,3,1,2,Loss,Loss
5774,3,0,5,2,Won,Loss
5775,8,2,5,0,Loss,Loss
5776,10,0,5,3,Loss,Loss
5777,7,0,2,2,Loss,Loss
5778,7,0,0,0,Loss,Loss
5779,0,0,6,0,Won,Loss
5780,3,0,3,2,Won,Loss
5781,3,0,3,2,Won,Loss
5782,2,0,2,1,Loss,Loss
5783,0,0,2,0,Loss,Loss
5784,8,2,5,2,Loss,Loss
5785,3,0,3,0,Loss,Loss
5786,0,0,3,0,Loss,Loss
5787,3,0,5,2,Loss,Loss
5788,5,2,6,2,Won,Loss
5789,5,2,1,0,Loss,Loss
5790,2,0,5,2,Loss,Loss
5791,8,2,3,2,Loss,Loss
5792,4,0,5,0,Loss,Loss
5793,0,0,6,0,Loss,Loss
5794,10,0,0,2,Loss,Loss
5795,0,0,5,0,Loss,Loss
5796,7,0,1,4,Won,Loss
5797,8,2,1,0,Loss,Loss
5798,4,0,5,0,Loss,Loss
5799,7,0,6,2,Won,Loss
5800,3,0,4,2,Won,Loss
5801,2,0,1,2,Won,Loss
5802,2,0,5,0,Loss,Loss
5803,4,0,1,2,Won,Loss
5804,7,0,1,2,Loss,Loss
5805,2,0,5,0,Loss,Loss
5806,4,0,3,2,Won,Loss
5807,5,2,4,0,Won,Loss
5808,0,0,4,0,Loss,Loss
5809,7,0,4,1,Loss,Loss
5810,3,0,5,2,Loss,Loss
5811,5,2,2,0,Won,Loss
5812,0,0,4,4,Loss,Loss
5813,8,2,1,0,Loss,Loss
5814,7,0,3,2,Won,Loss
5815,4,0,1,0,Loss,Loss
5816,7,0,5,3,Loss,Loss
5817,3,0,1,0,Loss,Loss
5818,5,2,1,0,Loss,Loss
5819,7,0,4,2,Won,Loss
5820,7,0,3,4,Loss,Loss
5821,6,2,0,2,Loss,Loss
5822,5,2,4,0,Won,Loss
5823,8,2,1,2,Loss,Loss
5824,3,0,0,4,Loss,Loss
5825,8,2,0,0,Won,Loss
5826,5,2,3,0,Loss,Loss
5827,2,0,3,0,Loss,Loss
5828,8,2,1,0,Loss,Loss
5829,0,0,0,0,Loss,Loss
5830,5,2,4,0,Loss,Loss
5831,5,2,6,2,Loss,Loss
5832,7,0,3,0,Loss,Loss
5833,1,1,4,2,Loss,Loss
5834,2,0,4,2,Loss,Loss
5835,5,2,2,0,Loss,Loss
5836,0,0,1,0,Loss,Loss
5837,4,0,6,2,Loss,Loss
5838,10,0,4,0,Loss,Loss
5839,10,0,4,0,Loss,Loss
5840,4,0,5,2,Loss,Loss
5841,0,0,2,2,Loss,Loss
5842,2,0,1,0,Loss,Loss
5843,5,2,2,2,Won,Loss
5844,8,2,4,2,Loss,Loss
5845,3,0,3,2,Won,Loss
5846,2,0,6,2,Loss,Loss
5847,2,0,4,4,Loss,Loss
5848,2,0,1,0,Won,Loss
5849,0,0,5,2,Loss,Loss
5850,8,2,2,0,Loss,Loss
5851,10,0,0,2,Won,Loss
5852,4,0,4,3,Loss,Loss
5853,4,0,3,0,Loss,Loss
5854,7,0,1,0,Loss,Loss
5855,3,0,1,2,Won,Loss
5856,10,0,3,0,Loss,Loss
5857,2,0,1,2,Loss,Loss
5858,3,0,3,2,Loss,Loss
5859,2,0,1,0,Loss,Loss
5860,3,0,1,0,Loss,Loss
5861,0,0,4,0,Loss,Loss
5862,3,0,1,3,Loss,Loss
5863,2,0,2,2,Loss,Loss
5864,3,0,1,2,Won,Loss
5865,5,2,4,0,Loss,Loss
5866,7,0,6,2,Loss,Loss
5867,5,2,4,0,Won,Loss
5868,4,0,1,0,Loss,Loss
5869,5,2,1,0,Won,Loss
5870,8,2,6,2,Loss,Loss
5871,5,2,4,0,Won,Loss
5872,2,0,3,2,Loss,Loss
5873,5,2,3,2,Loss,Loss
5874,2,0,0,2,Loss,Loss
5875,4,0,4,0,Loss,Loss
5876,0,0,4,2,Won,Loss
5877,7,0,1,0,Loss,Loss
5878,5,2,1,0,Loss,Loss
5879,8,2,4,0,Loss,Loss
5880,4,0,0,2,Won,Loss
5881,8,2,2,0,Loss,Loss
5882,4,0,4,0,Loss,Loss
5883,2,0,2,2,Loss,Loss
5884,5,2,4,2,Loss,Loss
5885,2,0,0,2,Loss,Loss
5886,9,3,4,2,Loss,Loss
5887,3,0,5,2,Loss,Loss
5888,7,0,2,0,Won,Loss
5889,4,0,6,0,Loss,Loss
5890,5,2,1,2,Won,Loss
5891,6,2,4,2,Loss,Loss
5892,8,2,4,0,Loss,Loss
5893,5,2,5,2,Loss,Loss
5894,5,2,5,2,Loss,Loss
5895,2,0,0,2,Won,Loss
5896,8,2,5,0,Loss,Loss
5897,6,2,1,4,Loss,Loss
5898,2,0,4,0,Loss,Loss
5899,2,0,3,0,Loss,Loss
5900,4,0,4,2,Won,Loss
5901,5,2,0,0,Loss,Loss
5902,8,2,2,2,Won,Loss
5903,5,2,1,2,Won,Loss
5904,3,0,5,2,Loss,Loss
5905,2,0,6,0,Loss,Loss
5906,5,2,1,2,Loss,Loss
5907,2,0,3,0,Loss,Loss
5908,8,2,3,0,Loss,Loss
5909,4,0,6,0,Loss,Loss
5910,3,0,6,0,Loss,Loss
5911,2,0,4,0,Loss,Loss
5912,2,0,0,0,Won,Loss
5913,10,0,3,0,Loss,Loss
5914,8,2,2,0,Loss,Loss
5915,2,0,3,2,Loss,Loss
5916,6,2,1,0,Loss,Loss
5917,3,0,6,0,Won,Loss
5918,4,0,2,0,Won,Loss
5919,5,2,4,2,Loss,Loss
5920,0,0,4,0,Loss,Loss
5921,5,2,4,0,Won,Loss
5922,6,2,6,2,Loss,Loss
5923,3,0,2,2,Loss,Loss
5924,2,0,4,2,Loss,Loss
5925,3,0,1,0,Won,Loss
5926,0,0,1,0,Loss,Loss
5927,2,0,1,2,Won,Loss
5928,3,0,0,0,Loss,Loss
5929,2,0,2,2,Loss,Loss
5930,10,0,1,0,Loss,Loss
5931,7,0,1,0,Won,Loss
5932,3,0,1,2,Won,Loss
5933,3,0,5,2,Loss,Loss
5934,2,0,1,2,Loss,Loss
5935,5,2,0,2,Loss,Loss
5936,10,0,2,0,Loss,Loss
5937,3,0,1,0,Loss,Loss
5938,5,2,3,2,Loss,Loss
5939,2,0,6,2,Loss,Loss
5940,5,2,5,0,Loss,Loss
5941,2,0,1,2,Loss,Loss
5942,2,0,2,2,Won,Loss
5943,5,2,3,2,Loss,Loss
5944,5,2,6,0,Loss,Loss
5945,4,0,4,1,Loss,Loss
5946,5,2,5,2,Loss,Loss
5947,8,2,4,0,Loss,Loss
5948,8,2,5,2,Loss,Loss
5949,2,0,3,2,Won,Loss
5950,7,0,3,0,Loss,Loss
5951,2,0,1,2,Loss,Loss
5952,2,0,0,2,Loss,Loss
5953,7,0,3,2,Loss,Loss
5954,10,0,4,4,Won,Loss
5955,7,0,4,2,Loss,Loss
5956,3,0,2,2,Loss,Loss
5957,8,2,3,0,Loss,Loss
5958,7,0,0,2,Loss,Loss
5959,8,2,4,1,Loss,Loss
5960,2,0,2,2,Loss,Loss
5961,10,0,1,0,Loss,Loss
5962,3,0,6,0,Loss,Loss
5963,0,0,2,0,Loss,Loss
5964,2,0,6,0,Loss,Loss
5965,10,0,4,0,Loss,Loss
5966,5,2,6,2,Loss,Loss
5967,5,2,4,2,Won,Loss
5968,4,0,1,2,Loss,Loss
5969,5,2,2,0,Loss,Loss
5970,8,2,1,0,Loss,Loss
5971,2,0,3,0,Won,Loss
5972,8,2,4,0,Loss,Loss
5973,3,0,1,0,Loss,Loss
5974,0,0,3,0,Loss,Loss
5975,3,0,1,0,Loss,Loss
5976,7,0,1,0,Loss,Loss
5977,0,0,0,1,Won,Loss
5978,5,2,0,2,Loss,Loss
5979,0,0,5,0,Loss,Loss
5980,2,0,1,2,Won,Loss
5981,3,0,5,2,Won,Loss
5982,7,0,2,0,Loss,Loss
5983,2,0,1,2,Won,Loss
5984,7,0,4,0,Loss,Loss
5985,2,0,1,0,Won,Loss
5986,4,0,2,0,Won,Loss
5987,5,2,2,2,Loss,Loss
5988,0,0,4,0,Loss,Loss
5989,3,0,4,0,Loss,Loss
5990,6,2,1,2,Loss,Loss
5991,4,0,3,0,Loss,Loss
5992,2,0,2,0,Loss,Loss
5993,6,2,1,0,Loss,Loss
5994,0,0,5,4,Loss,Loss
5995,2,0,1,2,Won,Loss
5996,5,2,4,2,Loss,Loss
5997,3,0,4,2,Won,Loss
5998,6,2,5,0,Loss,Loss
5999,7,0,5,0,Won,Loss
6000,2,0,1,0,Loss,Loss
6001,7,0,4,0,Loss,Loss
6002,0,0,5,2,Won,Loss
6003,8,2,6,2,Loss,Loss
6004,2,0,1,0,Won,Loss
6005,3,0,4,4,Loss,Loss
6006,5,2,1,2,Loss,Loss
6007,5,2,1,2,Loss,Loss
6008,7,0,6,2,Loss,Loss
6009,8,2,1,0,Won,Loss
6010,0,0,1,2,Loss,Loss
6011,2,0,1,2,Loss,Loss
6012,2,0,3,2,Won,Loss
6013,2,0,3,2,Won,Loss
6014,5,2,3,0,Loss,Loss
6015,0,0,4,2,Won,Loss
6016,8,2,6,0,Loss,Loss
6017,5,2,3,1,Loss,Loss
6018,7,0,6,2,Loss,Loss
6019,3,0,5,2,Loss,Loss
6020,10,0,1,0,Loss,Loss
6021,5,2,4,0,Loss,Loss
6022,8,2,2,0,Won,Loss
6023,0,0,3,2,Loss,Loss
6024,6,2,4,2,Loss,Loss
6025,2,0,1,0,Loss,Loss
6026,6,2,1,2,Loss,Loss
6027,2,0,0,2,Loss,Loss
6028,5,2,3,0,Loss,Loss
6029,2,0,6,0,Loss,Loss
6030,3,0,4,0,Loss,Loss
6031,2,0,3,0,Loss,Loss
6032,3,0,1,2,Loss,Loss
6033,0,0,0,0,Loss,Loss
6034,5,2,1,0,Loss,Loss
6035,10,0,1,0,Won,Loss
6036,7,0,1,2,Won,Loss
6037,8,2,5,0,Loss,Loss
6038,0,0,4,0,Won,Loss
6039,2,0,1,0,Loss,Loss
6040,8,2,6,0,Loss,Loss
6041,8,2,1,4,Loss,Loss
6042,3,0,3,2,Loss,Loss
6043,4,0,4,0,Loss,Loss
6044,8,2,1,0,Won,Loss
6045,2,0,5,2,Won,Loss
6046,5,2,1,0,Loss,Loss
6047,2,0,0,2,Loss,Loss
6048,2,0,1,2,Loss,Loss
6049,2,0,1,0,Loss,Loss
6050,4,0,0,2,Loss,Loss
6051,5,2,5,2,Loss,Loss
6052,2,0,1,2,Won,Loss
6053,8,2,4,1,Loss,Loss
6054,6,2,1,0,Loss,Loss
6055,0,0,0,0,Loss,Loss
6056,0,0,0,2,Loss,Loss
6057,2,0,5,2,Loss,Loss
6058,2,0,4,1,Loss,Loss
6059,7,0,1,0,Loss,Loss
6060,5,2,4,2,Loss,Loss
6061,8,2,1,0,Loss,Loss
6062,10,0,3,0,Loss,Loss
6063,3,0,4,2,Won,Loss
6064,4,0,3,2,Loss,Loss
6065,2,0,5,0,Loss,Loss
6066,10,0,4,0,Loss,Loss
6067,10,0,4,0,Won,Loss
6068,5,2,1,0,Loss,Loss
6069,8,2,5,0,Loss,Loss
6070,8,2,1,2,Won,Loss
6071,7,0,6,2,Won,Loss
6072,9,3,1,0,Loss,Loss
6073,5,2,5,2,Loss,Loss
6074,3,0,1,2,Won,Loss
6075,3,0,2,3,Loss,Loss
6076,2,0,2,2,Loss,Loss
6077,4,0,5,2,Loss,Loss
6078,2,0,4,0,Won,Loss
6079,0,0,4,0,Loss,Loss
6080,2,0,0,2,Loss,Loss
6081,5,2,4,0,Won,Loss
6082,2,0,1,2,Won,Loss
6083,10,0,1,2,Loss,Loss
6084,5,2,1,2,Loss,Loss
6085,5,2,4,1,Loss,Loss
6086,4,0,1,1,Loss,Loss
6087,0,0,0,0,Loss,Loss
6088,2,0,3,0,Won,Loss
6089,8,2,6,2,Loss,Loss
6090,8,2,4,2,Loss,Loss
6091,0,0,3,1,Loss,Loss
